Direction,Elevator,Floor,Layout,Region,Renovation,Size,age,Price
9,0,6,9,12,3,54.0,32,536.0
13,1,19,9,12,3,73.0,22,600.0
3,0,6,9,12,2,80.0,24,700.0
9,1,13,16,12,3,148.0,18,2350.0
13,1,18,9,12,2,70.0,24,618.0
13,1,14,2,12,2,43.0,32,475.0
3,2,21,9,12,3,90.0,10,990.0
9,2,23,25,12,0,282.0,19,1450.0
9,2,6,9,12,0,60.0,35,730.0
3,2,20,16,12,3,125.0,8,1999.0
11,1,28,2,12,2,60.0,13,560.0
4,1,25,1,12,2,43.0,18,375.0
12,1,11,16,12,0,67.0,32,718.0
9,2,6,9,12,2,62.0,31,845.0
9,0,5,17,12,3,129.0,28,1420.0
7,2,5,9,12,2,50.0,43,709.0
9,0,14,9,12,0,88.0,17,760.0
3,0,7,9,12,2,56.0,26,580.0
9,0,6,10,12,3,88.0,27,992.0
13,1,24,9,12,3,73.0,30,913.0
7,2,5,10,12,2,68.0,56,736.0
7,1,16,9,12,3,64.0,34,928.0
2,1,16,9,12,0,58.0,33,452.0
9,0,5,9,12,2,59.0,42,728.0
9,0,6,16,12,2,73.0,36,900.0
4,1,16,2,12,3,38.0,33,485.0
4,1,26,9,12,3,84.0,13,750.0
9,0,6,9,12,2,58.0,33,485.0
7,2,20,2,12,3,38.0,17,475.0
11,1,24,2,12,2,71.0,16,650.0
3,2,5,9,12,2,49.0,43,472.0
9,0,6,9,12,2,64.0,36,660.0
9,1,8,25,12,3,282.0,13,3800.0
7,0,6,2,12,2,60.0,18,730.0
9,2,6,9,12,2,64.0,27,910.0
2,2,6,9,12,3,50.0,34,690.0
11,1,16,10,12,3,138.0,16,1645.0
7,0,6,2,12,0,49.0,24,506.0
4,1,12,2,12,2,35.0,16,420.0
12,1,19,15,12,2,76.0,30,850.0
2,2,18,9,12,3,113.0,14,999.0
2,1,18,9,12,3,63.0,27,780.0
9,0,6,2,12,3,53.0,21,480.0
9,2,6,2,12,2,47.0,25,420.0
13,1,24,2,12,2,45.0,17,425.0
0,0,6,2,12,3,49.0,17,600.0
7,1,22,2,12,3,66.0,17,566.5
9,0,6,9,12,2,65.0,42,782.0
11,1,26,1,12,3,26.0,15,315.0
4,1,24,1,12,2,53.0,17,400.0
9,2,20,16,12,0,73.0,29,960.0
7,0,6,2,12,0,37.0,40,379.0
11,1,24,1,12,3,57.0,17,500.0
9,2,12,9,12,2,54.0,35,678.0
9,2,4,16,12,2,67.0,63,710.0
2,1,19,9,12,2,75.0,18,880.0
3,0,6,9,12,0,49.0,39,570.0
7,0,6,9,12,2,55.0,40,570.0
3,2,26,24,12,1,174.0,17,1280.0
9,0,6,9,12,2,58.0,37,600.0
1,1,21,9,12,2,85.0,18,960.0
9,1,6,33,12,3,213.0,13,2870.0
4,1,10,2,12,3,28.0,16,380.0
9,1,11,9,12,0,56.0,51,626.0
7,0,6,2,12,0,47.0,39,660.0
9,2,9,9,12,2,64.0,22,608.0
3,1,12,9,12,0,77.0,23,650.0
9,0,4,16,12,2,63.0,45,630.0
9,2,12,9,12,1,69.0,41,558.0
2,1,27,17,12,3,185.0,19,1999.0
9,1,16,2,12,2,44.0,31,620.0
9,0,6,17,12,2,130.0,24,970.0
9,0,5,9,12,2,55.0,28,495.0
7,0,6,9,12,3,53.0,37,818.0
0,2,22,2,12,3,68.0,17,445.0
0,1,16,9,12,2,70.0,17,650.0
7,0,7,2,12,3,48.0,29,410.0
7,0,6,1,12,3,32.0,39,520.0
11,2,29,1,12,0,58.0,15,560.0
9,2,5,8,12,0,46.0,30,480.0
0,1,24,1,12,3,48.0,17,460.0
11,1,24,2,12,2,56.0,17,499.0
2,1,10,2,12,0,39.0,16,520.0
1,1,24,2,12,3,52.0,16,460.0
2,1,22,16,12,2,85.0,18,1030.0
0,1,14,2,12,2,40.0,41,470.0
3,0,6,2,12,2,44.0,29,434.0
9,0,6,9,12,2,57.0,38,610.0
12,1,28,9,12,3,92.0,17,788.0
3,0,6,9,12,2,60.0,39,700.0
7,2,4,9,12,2,67.0,64,805.0
11,1,28,2,12,2,66.0,15,615.0
0,1,26,1,12,3,26.0,15,320.0
11,2,24,1,12,2,60.0,17,580.0
4,1,26,2,12,3,54.0,17,490.0
1,1,21,2,12,3,56.0,15,496.0
9,1,17,16,12,3,162.0,21,1150.0
0,0,7,2,12,2,52.0,18,515.0
4,2,26,2,12,3,54.0,17,515.0
11,1,16,2,12,3,47.0,14,455.0
7,0,5,9,12,2,47.0,47,390.0
9,0,5,16,12,3,83.0,55,1100.0
12,2,23,9,12,2,90.0,19,880.0
13,1,19,24,12,3,148.0,18,2300.0
7,0,6,2,12,0,49.0,25,520.0
12,0,6,9,12,2,64.0,41,463.0
9,1,13,2,12,0,52.0,28,750.0
3,0,6,9,12,3,95.0,20,860.0
3,0,6,16,12,3,96.0,17,921.5
9,2,12,17,12,0,167.0,25,1650.0
13,1,23,10,12,3,91.0,19,860.0
9,1,9,16,12,0,135.0,17,1350.0
3,1,12,16,12,2,81.0,31,830.0
0,1,18,9,12,3,65.0,31,660.0
3,0,6,9,12,2,68.0,18,695.0
3,1,12,16,12,2,72.0,41,687.0
13,2,18,9,12,2,63.0,29,810.0
9,2,6,9,12,3,57.0,36,550.0
11,1,22,1,12,2,52.0,17,420.0
3,1,18,16,12,0,162.0,18,1650.0
9,2,6,16,12,2,71.0,33,750.0
9,1,17,9,12,3,71.0,20,932.0
12,1,20,10,12,0,90.0,21,765.0
3,0,6,9,12,2,55.0,41,510.0
9,0,6,24,12,3,133.0,22,1596.0
12,2,24,16,12,0,127.0,12,1230.0
3,0,5,9,12,0,56.0,61,610.0
9,0,6,9,12,0,90.0,23,817.0
9,0,5,16,12,0,78.0,57,784.0
11,2,22,10,12,3,101.0,17,735.0
11,1,24,10,12,2,105.0,20,880.0
12,0,5,9,12,3,80.0,25,1050.0
3,0,6,9,12,2,58.0,26,790.0
0,1,19,9,12,2,91.0,21,774.0
11,2,19,9,12,3,85.0,21,770.0
12,1,23,16,12,0,119.0,22,1130.0
9,0,7,9,12,2,56.0,41,640.0
0,1,16,2,12,0,34.0,14,465.0
12,1,16,9,12,0,82.0,19,820.0
3,1,13,9,12,2,73.0,23,600.0
2,2,24,9,12,2,93.0,17,715.0
1,2,17,10,12,3,116.0,14,1100.0
9,2,6,9,12,3,63.0,29,695.0
11,1,27,16,12,2,97.0,19,1020.0
7,1,24,1,12,2,51.0,17,460.0
4,1,8,2,12,3,57.0,15,490.0
4,2,26,2,12,3,54.0,17,515.0
1,1,21,2,12,3,56.0,15,496.0
11,1,28,10,12,3,109.0,22,950.0
1,2,16,2,12,2,29.0,14,400.0
9,0,6,16,12,0,97.0,29,850.0
11,1,10,2,12,3,53.0,23,560.0
9,2,7,16,12,2,105.0,24,800.0
3,1,16,10,12,3,110.0,18,1180.0
0,1,20,9,12,3,87.0,8,1399.0
0,0,5,2,12,2,39.0,30,363.0
0,0,3,9,12,2,64.0,29,850.0
9,2,6,9,12,2,67.0,32,845.0
9,0,6,9,12,3,61.0,37,810.0
9,0,6,16,12,0,73.0,36,1060.0
9,2,6,9,12,0,60.0,37,770.0
0,1,29,9,12,0,96.0,19,960.0
7,0,6,2,12,3,56.0,16,610.0
7,2,4,9,12,2,55.0,34,715.0
0,2,6,2,12,3,61.0,14,570.0
7,2,6,2,12,3,52.0,23,575.0
9,1,21,16,12,3,147.0,10,1400.0
2,1,19,9,12,3,75.0,18,905.0
9,2,9,9,12,3,64.0,22,608.0
3,0,6,9,12,2,55.0,41,510.0
9,0,6,9,12,0,62.0,34,570.0
7,0,6,9,12,2,53.0,46,630.0
0,1,21,1,12,0,39.0,18,420.0
7,1,16,2,12,2,52.0,18,560.0
13,2,20,9,12,3,65.0,31,780.0
12,1,23,10,12,3,124.0,22,790.0
0,2,24,9,12,2,87.0,17,615.0
0,1,11,9,12,0,81.0,16,720.0
0,2,10,2,12,2,54.0,23,565.0
9,0,6,9,12,2,57.0,39,850.0
3,2,6,9,12,2,61.0,41,850.0
4,2,24,1,12,3,41.0,17,369.0
2,1,17,9,12,2,91.0,22,824.0
9,0,5,9,12,3,59.0,47,600.0
9,2,6,10,12,3,59.0,37,746.0
9,1,7,32,12,3,232.0,19,2900.0
9,0,4,16,12,2,78.0,66,850.0
7,1,21,17,12,3,134.0,16,1470.0
1,2,16,2,12,2,29.0,14,400.0
9,1,12,16,12,2,85.0,33,870.0
9,1,18,17,12,2,136.0,18,2150.0
11,1,28,10,12,3,109.0,22,950.0
1,2,24,16,12,1,134.0,21,898.0
9,1,13,16,12,0,97.0,28,1215.0
9,0,6,9,12,0,55.0,35,698.0
12,1,28,25,12,3,220.0,22,1848.0
7,1,16,2,12,2,57.0,25,488.0
7,2,16,2,12,2,42.0,36,650.0
9,0,5,9,12,3,57.0,40,780.0
4,2,24,1,12,3,48.0,17,415.0
3,0,6,9,12,3,70.0,31,900.0
7,1,11,1,12,1,37.0,51,475.0
10,0,6,9,12,2,53.0,35,499.0
9,0,6,9,12,1,54.0,40,585.0
0,0,7,9,12,3,51.0,26,559.0
7,2,24,16,12,3,146.0,17,1190.0
9,0,7,9,12,2,57.0,33,619.0
9,0,6,9,12,2,59.0,32,748.0
9,1,13,10,12,2,74.0,28,938.0
12,1,18,1,12,3,65.0,17,550.0
7,0,6,9,12,2,52.0,37,800.0
9,0,6,16,12,1,104.0,25,1330.0
7,0,5,9,12,2,67.0,59,600.0
0,1,24,16,12,3,97.0,12,830.0
7,1,13,2,12,3,52.0,28,735.0
4,1,25,2,12,2,59.0,18,456.0
7,1,8,9,12,2,86.0,15,675.0
4,1,15,2,12,3,59.0,17,705.0
11,1,22,9,12,3,79.0,17,520.0
9,2,6,9,12,0,71.0,20,1030.0
1,1,19,9,12,2,91.0,21,820.0
9,0,6,9,12,0,62.0,34,570.0
7,0,6,9,12,2,53.0,46,630.0
9,0,5,9,12,1,48.0,44,750.0
9,0,5,16,12,2,65.0,43,660.0
3,0,6,16,12,2,68.0,33,600.0
1,1,15,17,12,2,126.0,25,950.0
7,1,20,2,12,2,65.0,21,540.0
9,0,5,9,12,2,59.0,56,730.0
11,1,20,1,12,3,49.0,13,435.0
0,2,18,2,12,3,49.0,34,745.0
7,0,6,2,12,2,65.0,26,868.0
12,1,23,16,12,3,151.0,22,1280.0
3,0,6,9,12,2,65.0,41,760.0
7,2,28,2,12,3,72.0,17,509.0
9,0,4,9,12,2,54.0,63,520.0
0,2,18,9,12,2,62.0,31,650.0
7,0,5,9,12,3,59.0,26,900.0
9,2,6,9,12,2,54.0,38,480.0
11,1,28,2,12,3,66.0,15,650.0
9,1,12,9,12,2,50.0,42,498.0
9,0,6,10,12,2,94.0,21,686.0
4,2,29,2,12,3,57.0,19,600.0
11,1,6,2,12,3,65.0,12,670.0
13,1,29,1,12,3,47.0,17,475.0
7,0,5,2,12,3,51.0,25,699.0
11,1,29,1,12,3,58.0,15,598.0
9,0,6,9,12,2,61.0,30,570.0
9,2,4,9,12,2,50.0,62,533.0
12,1,28,25,12,3,220.0,22,1848.0
13,1,12,2,12,2,55.0,27,570.0
9,2,6,9,12,3,106.0,16,1300.0
9,2,6,9,12,3,60.0,26,750.0
9,2,6,16,12,0,65.0,35,850.0
0,2,6,2,12,3,51.0,17,600.0
9,2,12,9,12,3,71.0,22,720.0
3,0,6,2,12,3,46.0,41,620.0
13,2,24,9,12,2,92.0,17,720.0
7,1,16,9,12,0,57.0,34,665.0
9,2,13,9,12,2,65.0,28,900.0
3,2,13,9,12,2,64.0,28,825.0
12,2,22,16,12,3,130.0,19,998.0
1,2,26,9,12,3,103.0,12,960.0
12,0,10,10,12,0,85.0,21,1050.0
9,0,6,16,12,0,79.0,29,755.0
9,2,8,25,12,3,144.0,25,1200.0
9,1,6,17,12,2,127.0,18,1650.0
1,1,16,9,12,2,58.0,30,610.0
7,1,11,9,12,0,62.0,32,713.0
3,0,6,9,12,0,79.0,28,1151.3
0,1,12,17,12,3,131.0,17,1778.0
10,1,18,9,12,2,66.0,31,898.0
13,1,20,10,12,0,99.0,15,1085.0
7,1,26,9,12,3,100.0,17,1100.0
9,2,6,16,12,3,68.0,37,1008.0
7,1,8,9,12,3,88.0,18,1020.0
0,1,25,9,12,0,177.0,15,910.0
3,1,18,9,12,0,86.0,22,720.0
12,2,24,9,12,3,72.0,30,880.0
4,1,20,2,12,2,39.0,29,455.0
3,0,6,9,12,3,68.0,26,850.0
2,0,6,9,12,0,65.0,34,685.0
7,1,18,9,12,3,59.0,30,750.0
1,1,16,16,12,2,143.0,18,1200.0
3,2,16,10,12,2,110.0,18,1200.0
7,1,12,8,12,2,61.0,35,645.8
12,2,17,16,12,2,70.0,34,900.0
9,2,6,2,12,3,51.0,18,660.0
2,1,18,9,12,3,60.0,30,880.0
9,0,7,9,12,2,61.0,29,489.0
9,2,6,9,12,2,56.0,35,698.0
9,1,8,9,12,3,109.0,12,1740.0
9,2,4,9,12,1,56.0,46,555.0
9,2,6,9,12,3,54.0,34,460.0
11,1,25,9,12,2,78.0,15,750.0
9,2,6,9,12,2,61.0,38,498.0
3,0,6,9,12,3,54.0,38,530.0
7,2,16,2,12,3,44.0,31,620.0
9,0,6,16,12,3,97.0,25,830.0
9,2,25,16,12,2,141.0,11,1720.0
11,1,18,9,12,2,91.0,24,1100.0
7,0,6,9,12,2,64.0,24,640.0
0,0,6,9,12,2,70.0,41,788.0
9,2,6,9,12,3,106.0,16,1300.0
13,1,12,2,12,2,55.0,27,570.0
9,0,6,9,12,0,50.0,38,590.0
9,2,6,2,12,0,45.0,25,525.0
0,2,14,9,12,3,60.0,36,600.0
9,1,16,2,12,0,39.0,31,580.0
2,2,12,9,12,2,88.0,17,1198.0
9,2,6,2,12,3,53.0,17,490.0
7,1,19,2,12,0,54.0,22,490.0
9,0,6,9,12,0,71.0,24,790.0
4,1,26,2,12,3,84.0,13,710.0
7,0,14,2,12,3,61.0,17,520.0
9,0,5,9,12,2,67.0,62,510.0
3,1,13,17,12,3,151.0,13,2200.0
13,1,21,16,12,2,85.0,18,1000.0
9,0,6,9,12,2,53.0,38,485.0
9,0,6,9,12,2,57.0,41,459.0
4,1,16,2,12,3,69.0,14,518.0
2,0,4,16,12,2,95.0,63,1050.0
3,0,6,10,12,3,98.0,24,880.0
3,0,4,16,12,2,86.0,65,715.0
7,1,23,9,12,3,92.0,19,1000.0
7,2,20,9,12,3,60.0,13,790.0
9,0,6,17,12,0,96.0,29,866.0
9,2,5,16,12,0,72.0,36,981.0
9,1,13,24,12,3,189.0,26,2563.0
7,1,16,9,12,2,74.0,36,750.0
1,2,18,16,12,3,79.0,34,1115.0
12,2,24,9,12,3,72.0,30,880.0
12,2,24,9,12,3,96.0,14,822.0
7,1,16,9,12,0,53.0,14,660.0
13,1,18,9,12,3,66.0,26,790.0
9,2,6,9,12,3,63.0,26,720.0
1,2,24,9,12,3,81.0,16,680.0
9,1,13,9,12,0,65.0,28,920.0
12,2,4,16,12,0,83.0,65,860.0
3,0,6,16,12,2,72.0,39,810.0
11,1,23,9,12,2,103.0,22,673.0
3,2,14,17,12,2,115.0,22,1150.0
2,1,16,17,12,3,134.0,17,1300.0
3,1,18,9,12,3,97.0,12,1300.0
9,0,6,16,12,2,77.0,41,793.0
3,2,7,2,12,2,46.0,23,385.0
4,2,19,2,12,3,64.0,18,1000.0
13,1,19,25,12,3,148.0,18,2350.0
7,0,6,2,12,2,44.0,39,485.0
13,1,24,24,12,0,139.0,17,1050.0
0,1,14,2,12,2,53.0,32,570.0
3,1,16,16,12,2,75.0,41,640.0
9,0,6,16,12,0,72.0,36,990.0
7,0,7,2,12,2,41.0,29,503.0
3,1,16,16,12,0,83.0,41,698.0
12,1,24,16,12,3,126.0,21,990.0
0,1,16,2,12,3,43.0,41,439.0
9,0,6,9,12,3,57.0,41,450.0
12,1,18,16,12,0,102.0,24,1220.0
9,0,6,9,12,0,50.0,38,590.0
7,0,6,9,12,2,59.0,23,533.0
0,2,28,16,12,2,121.0,22,1020.0
3,0,7,2,12,3,48.0,32,680.0
9,0,6,2,12,2,52.0,34,470.0
12,1,23,2,12,2,72.0,14,610.0
0,1,16,9,12,2,83.0,16,998.0
9,0,6,16,12,1,68.0,34,549.0
2,1,22,8,12,2,67.0,22,548.0
3,2,18,10,12,3,97.0,12,1350.0
12,2,6,16,12,2,88.0,27,842.0
9,0,6,9,12,3,58.0,37,755.0
4,1,19,17,12,3,135.0,18,1950.0
3,0,6,9,12,0,54.0,36,505.0
9,0,6,25,12,3,150.0,21,2050.0
2,1,28,16,12,3,177.0,19,1900.0
1,2,6,16,12,2,67.0,42,606.0
9,0,5,24,12,2,85.0,41,1200.0
4,0,4,16,12,2,86.0,63,850.0
9,2,6,9,12,3,57.0,32,699.0
9,0,6,16,12,2,64.0,51,608.0
4,1,10,2,12,3,35.0,16,445.0
3,0,7,9,12,3,54.0,26,677.0
12,1,24,9,12,2,104.0,16,870.0
1,1,18,9,12,2,67.0,32,920.0
11,0,7,9,12,3,60.0,18,580.0
9,1,21,9,12,2,108.0,19,1743.0
1,2,20,10,12,3,87.0,18,720.0
1,1,14,10,12,3,112.0,18,880.0
9,0,5,9,12,3,67.0,58,890.0
3,0,6,9,12,2,61.0,38,550.0
1,1,22,17,12,2,143.0,17,980.0
13,1,12,9,12,0,104.0,17,1360.0
7,1,18,2,12,2,44.0,31,495.0
13,1,16,16,12,3,102.0,29,1356.0
13,1,17,16,12,2,95.0,22,850.0
13,1,18,16,12,2,166.0,20,1180.0
2,1,18,9,12,2,63.0,27,780.0
3,2,10,9,12,2,51.0,37,540.0
12,1,19,10,12,2,97.0,18,1567.0
7,1,14,9,12,3,97.0,23,1380.0
9,2,8,9,12,2,63.0,21,730.0
0,1,26,2,12,3,44.0,17,445.0
4,1,26,2,12,2,54.0,17,476.0
9,0,5,9,12,3,47.0,45,428.0
9,1,16,9,12,2,58.0,38,673.5
13,2,24,9,12,2,72.0,31,888.0
1,1,22,9,12,2,89.0,17,716.0
9,0,6,16,12,3,73.0,29,900.0
2,2,18,9,12,1,66.0,30,650.0
7,2,6,2,12,0,42.0,29,440.0
3,2,16,17,12,3,143.0,18,1500.0
3,2,14,9,12,2,61.0,36,635.0
7,0,6,9,12,0,67.0,28,920.0
11,1,6,17,12,3,110.0,14,1045.0
9,0,6,9,12,2,80.0,22,849.0
3,0,7,2,12,3,48.0,32,680.0
9,1,20,17,12,2,219.0,20,1250.0
3,0,7,9,12,0,71.0,27,1026.0
9,0,6,17,12,0,101.0,33,1450.0
9,0,14,9,12,1,88.0,17,750.0
9,2,25,16,12,3,152.0,18,1299.0
9,0,5,8,12,2,51.0,63,510.0
0,1,15,9,12,0,93.0,17,1050.0
2,1,22,9,12,2,72.0,21,560.0
11,1,22,2,12,3,63.0,21,518.0
9,2,20,17,12,3,122.0,15,1330.0
9,2,7,17,12,3,118.0,19,1738.0
13,1,18,16,12,1,122.0,18,1248.0
2,1,24,9,12,3,93.0,12,910.0
4,2,10,8,12,0,28.0,16,380.0
1,2,24,17,12,2,183.0,22,1193.0
9,0,5,17,12,2,99.0,56,890.0
9,0,6,16,12,2,69.0,37,706.0
11,1,10,2,12,2,53.0,23,568.0
0,0,7,2,12,2,58.0,19,468.0
9,0,6,9,12,2,65.0,34,620.0
12,2,18,9,12,2,78.0,21,750.0
9,0,6,16,12,1,71.0,37,605.0
12,2,6,9,12,2,59.0,36,670.0
9,0,4,9,12,3,66.0,56,698.0
9,0,7,9,12,2,58.0,31,730.0
7,1,18,9,12,2,69.0,27,798.0
0,1,21,1,12,3,58.0,15,455.0
9,0,6,9,12,2,58.0,34,819.0
9,1,12,17,12,3,166.0,17,2413.0
9,0,7,16,12,3,72.0,31,850.0
9,0,6,9,12,3,60.0,35,752.0
10,1,16,16,12,3,77.0,32,1150.0
9,0,5,17,12,0,118.0,23,980.0
2,1,24,2,12,3,45.0,17,399.0
3,1,14,9,12,2,70.0,23,595.0
2,1,18,9,12,3,70.0,26,562.0
1,2,7,9,12,2,63.0,26,571.5
9,2,6,9,12,3,63.0,37,680.0
7,2,18,9,12,2,65.0,27,639.0
12,1,18,9,12,3,74.0,25,680.0
9,2,6,16,12,3,70.0,41,610.0
13,2,29,9,12,3,106.0,18,1050.0
9,2,6,9,12,3,61.0,26,533.0
11,1,24,2,12,3,71.0,16,608.0
3,0,6,2,12,2,45.0,28,608.0
12,1,26,9,12,3,96.0,13,780.0
7,0,6,2,12,3,47.0,40,420.0
7,2,6,2,12,3,40.0,35,403.0
13,1,18,24,12,2,166.0,20,1160.0
3,0,6,9,12,0,63.0,41,570.0
9,0,5,9,12,0,62.0,58,760.0
2,1,25,17,12,0,159.0,21,1400.0
2,1,20,25,12,3,259.0,16,2200.0
7,2,28,2,12,3,72.0,17,550.0
9,0,5,8,12,2,51.0,63,510.0
9,2,7,9,12,0,124.0,19,1799.0
13,1,13,9,12,2,67.0,22,700.0
1,1,22,16,12,2,127.0,21,880.0
9,0,6,16,12,3,106.0,31,1100.0
11,0,6,9,12,2,60.0,29,610.0
7,1,18,1,12,0,49.0,17,458.0
13,1,29,1,12,0,47.0,17,490.0
9,0,6,9,12,0,60.0,39,800.0
9,0,6,9,12,3,58.0,37,757.8
7,1,17,9,12,3,47.0,37,650.0
7,1,12,9,12,3,60.0,35,625.0
3,2,6,9,12,3,57.0,29,600.0
9,0,6,9,12,2,94.0,29,930.0
11,1,25,2,12,2,105.0,15,550.0
3,2,20,9,12,0,95.0,10,1330.0
3,0,6,9,12,0,62.0,29,596.0
9,2,6,9,12,3,57.0,35,710.0
7,1,18,9,12,0,74.0,24,660.0
11,2,20,1,12,3,49.0,13,580.0
1,2,23,16,12,2,152.0,22,1295.0
4,1,10,2,12,3,30.0,16,430.0
4,1,26,2,12,3,54.0,17,520.0
7,1,24,2,12,2,63.0,14,500.0
7,2,16,9,12,3,62.0,35,810.0
9,2,6,16,12,3,96.0,30,850.0
3,0,7,9,12,3,78.0,22,1100.0
7,0,6,9,12,2,60.0,37,736.0
13,1,16,9,12,3,71.0,25,640.0
7,1,16,2,12,2,55.0,25,450.0
11,1,18,9,12,3,87.0,12,1168.0
4,1,16,9,12,2,62.0,17,550.0
9,0,5,9,12,2,56.0,37,710.0
3,1,7,9,12,2,107.0,19,1608.0
9,0,6,16,12,2,70.0,38,890.0
9,1,12,9,12,2,122.0,18,1400.0
9,0,6,9,12,2,59.0,34,644.0
3,2,18,10,12,3,120.0,17,1430.0
11,0,7,9,12,3,60.0,18,610.0
7,0,6,9,12,2,56.0,31,450.0
0,1,29,9,12,0,101.0,17,1000.0
9,0,6,9,12,2,71.0,18,920.0
12,2,16,16,12,2,82.0,36,950.0
2,1,20,16,12,3,113.0,21,1700.0
7,1,14,9,12,3,78.0,21,628.0
9,1,13,9,12,3,99.0,13,1580.0
7,2,12,2,12,3,35.0,16,470.0
3,2,6,10,12,3,87.0,27,760.0
3,0,7,9,12,0,57.0,30,530.0
4,1,18,2,12,0,59.0,17,700.0
9,2,6,16,12,2,69.0,38,580.0
2,1,26,9,12,0,75.0,17,720.0
7,1,18,9,12,3,75.0,25,650.0
13,1,13,9,12,2,67.0,22,700.0
1,1,22,16,12,2,127.0,21,880.0
11,0,6,9,12,2,60.0,29,610.0
2,1,20,9,12,2,73.0,18,787.0
9,0,6,16,12,3,106.0,31,1100.0
2,0,6,2,12,3,53.0,23,575.0
2,2,21,16,12,2,80.0,31,830.0
2,0,6,2,12,2,53.0,23,570.0
2,1,29,16,12,3,117.0,15,1350.0
2,1,16,9,12,0,74.0,32,1190.0
13,1,24,9,12,3,93.0,17,745.0
7,1,11,9,12,2,68.0,36,750.0
7,1,11,9,12,3,58.0,32,690.0
13,1,21,17,12,2,111.0,19,911.0
9,0,6,9,12,3,71.0,20,1000.0
9,2,6,16,12,0,88.0,34,1150.0
3,1,16,9,12,3,109.0,18,1180.0
9,2,6,9,12,2,64.0,39,550.0
9,0,6,9,12,0,57.0,29,610.0
9,0,5,16,12,0,78.0,34,790.0
2,2,23,9,12,0,59.0,34,666.0
3,1,14,9,12,2,60.0,36,580.0
12,2,18,17,12,3,117.0,17,1400.0
3,2,16,10,12,0,110.0,18,1180.0
9,0,6,9,12,0,53.0,38,490.0
0,1,26,9,12,0,79.0,13,715.0
9,0,6,9,12,3,56.0,32,535.0
9,0,5,24,12,2,86.0,41,1160.0
2,1,28,9,12,3,80.0,20,682.0
9,1,7,16,12,2,136.0,13,2023.0
4,1,8,16,12,3,80.0,15,608.0
9,0,5,9,12,2,56.0,37,710.0
11,1,18,9,12,3,87.0,12,1168.0
4,1,29,2,12,2,57.0,15,628.0
3,0,5,9,12,2,64.0,23,580.0
4,1,24,2,12,0,43.0,17,370.0
0,1,16,1,12,2,43.0,18,399.0
2,0,6,8,12,2,52.0,38,400.0
9,2,6,9,12,2,58.0,32,513.0
9,1,13,9,12,3,65.0,28,880.0
12,1,28,9,12,2,93.0,15,880.0
11,1,18,2,12,3,61.0,21,500.0
7,0,6,9,12,3,92.0,24,1240.0
12,1,19,9,12,2,73.0,16,750.0
9,1,17,9,12,3,71.0,21,950.0
9,0,6,9,12,2,65.0,41,720.0
2,1,21,9,12,3,96.0,18,890.0
0,1,24,2,12,3,71.0,12,680.0
13,1,28,9,12,2,79.0,20,672.0
9,0,6,9,12,3,66.0,30,830.0
13,1,24,9,12,3,87.0,17,660.0
9,0,6,9,12,0,60.0,32,872.0
11,1,20,2,12,3,62.0,10,988.0
7,1,18,9,12,3,59.0,30,738.0
7,2,6,9,12,2,55.0,39,470.0
0,1,21,1,12,3,57.0,16,485.0
9,2,20,16,12,3,80.0,29,1120.0
11,1,18,9,12,2,105.0,21,740.0
9,0,6,9,12,0,67.0,18,730.0
2,0,6,2,12,3,53.0,23,575.0
2,2,21,16,12,2,80.0,31,830.0
2,0,6,2,12,2,53.0,23,570.0
2,1,9,16,12,2,137.0,18,1720.0
9,0,6,9,12,3,54.0,41,755.0
9,0,6,9,12,3,57.0,39,720.0
12,1,16,9,12,3,77.0,37,920.0
12,2,6,16,12,3,71.0,37,860.0
9,0,6,16,12,3,99.0,23,855.0
11,1,19,9,12,2,85.0,21,720.0
9,1,19,16,12,2,107.0,20,839.0
1,1,24,16,12,0,134.0,17,1200.0
2,1,24,9,12,0,92.0,17,670.0
1,1,18,16,12,2,84.0,25,883.0
0,1,22,9,12,2,122.0,19,1050.0
7,1,24,9,12,3,87.0,22,695.0
12,1,22,9,12,2,130.0,19,980.0
11,1,20,9,12,3,66.0,10,930.0
3,1,16,16,12,3,106.0,28,1116.0
9,1,12,16,12,2,71.0,40,788.0
3,1,14,9,12,3,60.0,36,600.0
9,1,18,2,12,3,43.0,33,480.0
9,1,16,24,12,3,191.0,14,2996.0
9,2,7,16,12,2,82.0,31,786.0
11,1,20,2,12,3,37.0,13,420.0
7,2,6,2,12,3,51.0,23,446.0
9,0,7,9,12,3,54.0,31,700.0
7,2,12,9,12,3,32.0,16,450.0
13,2,19,2,12,3,57.0,22,480.0
4,1,29,2,12,3,57.0,15,630.0
4,1,29,2,12,2,57.0,15,628.0
9,0,6,9,12,2,54.0,35,517.0
2,2,16,16,12,0,84.0,36,1200.0
9,0,6,9,12,0,54.0,33,510.0
1,1,16,9,12,0,67.0,18,650.0
3,2,12,9,12,2,60.0,41,788.0
9,0,6,2,12,2,53.0,25,460.0
10,2,20,9,12,2,71.0,38,880.0
3,0,6,16,12,3,72.0,35,670.0
13,1,28,9,12,2,76.0,19,648.0
9,0,5,9,12,2,61.0,41,550.0
3,1,14,9,12,3,85.0,16,772.0
11,2,6,16,12,3,93.0,18,1215.0
9,0,6,9,12,2,71.0,23,645.0
9,1,12,10,12,2,100.0,22,900.0
2,0,6,9,12,2,71.0,23,810.0
2,1,20,9,12,3,68.0,21,630.0
