Direction,Elevator,Floor,Layout,Region,Renovation,Size,age,Price
9,0,6,16,15,3,134.0,16,350.0
9,1,8,46,15,3,322.0,11,950.0
9,2,6,17,15,3,222.0,20,1000.0
9,2,2,25,15,3,432.0,11,3150.0
9,2,3,25,15,3,387.0,9,2300.0
7,1,16,17,15,3,98.0,8,570.0
9,2,2,17,15,2,286.0,21,1450.0
9,1,8,25,15,3,280.0,11,800.0
9,1,7,17,15,3,143.0,9,700.0
9,0,6,2,15,3,57.0,30,260.0
9,0,6,9,15,2,75.0,22,325.0
13,2,11,9,15,0,75.0,14,410.0
9,2,6,17,15,3,109.0,14,310.0
9,2,17,2,15,3,86.0,18,258.0
11,1,10,6,15,3,40.0,8,74.0
9,2,6,9,15,2,81.0,18,280.0
11,1,24,9,15,0,68.0,19,260.0
9,2,6,9,15,2,86.0,17,280.0
9,1,14,9,15,3,110.0,8,850.0
11,2,11,9,15,3,128.0,18,739.0
9,2,6,17,15,2,136.0,15,490.0
9,2,9,9,15,3,91.0,7,528.0
9,1,4,17,15,2,223.0,7,835.0
9,2,6,16,15,3,92.0,12,580.0
9,2,10,16,15,3,111.0,13,535.0
9,0,6,16,15,2,88.0,21,290.0
9,2,5,17,15,1,169.0,9,900.0
13,2,15,13,15,1,63.0,8,180.0
1,2,13,28,15,3,100.0,8,315.0
4,2,8,29,15,2,58.0,8,240.0
9,0,5,24,15,0,152.0,26,611.0
11,2,17,20,15,3,69.0,8,200.0
9,2,5,17,15,3,199.0,8,1000.0
9,0,6,9,15,2,90.0,14,300.0
12,2,11,10,15,0,143.0,18,950.0
9,0,6,17,15,0,125.0,16,380.0
9,2,12,9,15,3,89.0,10,320.0
7,1,14,9,15,3,111.0,7,750.0
1,1,14,9,15,3,83.0,8,550.0
3,0,6,16,15,2,107.0,28,320.0
9,1,11,16,15,1,139.0,12,420.0
9,0,6,16,15,3,79.0,27,295.0
3,2,6,9,15,2,71.0,11,300.0
9,1,11,24,15,3,140.0,7,599.0
9,1,6,10,15,3,105.0,11,390.0
9,0,6,33,15,3,139.0,26,625.0
7,2,5,10,15,3,91.0,12,415.0
7,1,13,2,15,3,70.0,5,395.0
9,2,7,17,15,0,158.0,15,1280.0
7,2,15,9,15,3,77.0,7,355.0
7,2,15,10,15,3,89.0,8,328.0
9,2,10,9,15,2,93.0,12,375.0
9,0,6,9,15,0,79.0,28,240.0
9,2,5,25,15,3,357.0,6,950.0
12,1,14,20,15,3,92.0,8,268.0
9,2,3,25,15,3,276.0,11,1450.0
9,0,5,17,15,2,121.0,19,360.0
9,2,7,25,15,2,173.0,20,600.0
4,2,8,21,15,3,59.0,8,260.0
12,1,14,20,15,3,91.0,8,235.0
9,2,3,25,15,2,289.0,15,1880.0
9,1,8,41,15,2,317.0,10,800.0
7,2,7,2,15,3,48.0,22,205.0
2,2,15,20,15,3,76.0,7,200.0
9,1,14,9,15,0,113.0,8,800.0
9,0,6,16,15,0,124.0,16,580.0
9,1,13,9,15,3,83.0,5,425.0
9,2,6,9,15,2,97.0,17,415.0
9,1,15,17,15,2,133.0,11,465.0
1,2,6,9,15,3,72.0,25,260.0
9,2,10,16,15,3,121.0,6,880.0
9,2,6,16,15,2,102.0,9,400.0
9,0,6,17,15,3,122.0,29,429.0
9,1,8,17,15,3,116.0,9,450.0
9,2,6,16,15,0,90.0,25,350.0
9,2,6,9,15,3,71.0,34,360.0
9,2,13,9,15,1,93.0,10,385.0
9,0,6,9,15,3,88.0,21,285.0
9,1,15,16,15,3,155.0,13,560.0
9,2,6,10,15,3,91.0,12,410.0
7,1,8,2,15,3,31.0,9,190.0
0,1,11,1,15,2,36.0,15,195.0
9,2,11,9,15,0,85.0,10,258.0
9,2,6,9,15,2,72.0,34,365.0
9,2,11,9,15,2,85.0,9,290.0
9,2,11,16,15,3,120.0,6,837.0
9,0,6,9,15,0,94.0,14,260.0
9,0,6,9,15,3,88.0,11,300.0
7,1,11,10,15,3,111.0,15,475.0
9,2,6,2,15,3,61.0,33,300.0
9,1,13,17,15,3,119.0,5,600.0
9,2,15,17,15,3,128.0,13,438.0
9,0,6,9,15,0,70.0,27,265.0
9,0,6,9,15,2,85.0,14,295.0
9,2,14,16,15,3,94.0,7,450.0
9,2,6,17,15,3,146.0,24,795.0
7,1,13,9,15,0,85.0,5,500.0
9,2,13,9,15,3,90.0,5,490.0
1,2,7,9,15,0,78.0,24,500.0
9,0,5,17,15,2,152.0,19,620.0
9,1,13,25,15,3,91.0,5,660.0
9,0,6,17,15,2,91.0,10,338.0
9,2,5,17,15,3,138.0,19,380.0
9,0,6,10,15,3,99.0,16,368.0
9,0,6,9,15,2,82.0,18,280.0
9,1,18,16,15,3,117.0,7,565.0
9,0,6,17,15,3,113.0,16,400.0
9,1,6,17,15,2,369.0,9,850.0
9,2,3,25,15,3,192.0,21,1550.0
2,2,3,25,15,3,192.0,21,1600.0
9,2,15,28,15,3,181.0,16,815.0
9,1,9,25,15,3,152.0,10,850.0
9,2,6,9,15,2,88.0,21,285.0
9,2,4,16,15,2,128.0,19,380.0
9,0,6,16,15,2,81.0,34,398.0
9,2,4,25,15,3,288.0,17,1200.0
9,2,3,25,15,3,251.0,16,1650.0
9,2,3,34,15,3,419.0,16,2900.0
9,2,11,17,15,3,115.0,9,550.0
9,1,3,33,15,1,551.0,9,2400.0
9,0,6,9,15,2,73.0,27,288.0
9,0,6,10,15,3,81.0,26,400.0
9,0,6,16,15,3,152.0,19,370.0
9,2,6,16,15,0,94.0,22,420.0
9,1,11,17,15,3,137.0,12,420.0
9,2,11,25,15,3,120.0,6,1300.0
9,0,5,24,15,3,152.0,26,630.0
9,0,6,10,15,0,88.0,23,280.0
9,2,6,17,15,2,167.0,15,590.0
9,0,6,10,15,3,86.0,27,350.0
9,0,6,2,15,2,68.0,23,255.0
9,2,2,34,15,3,327.0,13,1500.0
3,2,5,2,15,2,56.0,11,300.0
9,0,6,9,15,2,76.0,30,290.0
9,1,6,17,15,2,181.0,19,560.0
9,1,13,9,15,3,84.0,5,460.0
9,2,9,9,15,1,87.0,8,225.0
9,2,18,9,15,3,101.0,17,495.0
9,1,11,9,15,2,78.0,10,270.0
9,2,11,17,15,3,121.0,6,851.0
9,2,6,17,15,2,110.0,16,300.0
9,0,5,17,15,0,164.0,16,800.0
9,2,4,2,15,3,86.0,18,260.0
9,0,6,25,15,2,135.0,21,330.0
9,2,2,25,15,3,322.0,18,3100.0
9,1,9,17,15,0,185.0,17,780.0
9,0,4,25,15,3,207.0,22,1200.0
9,2,5,16,15,2,98.0,25,420.0
7,1,11,1,15,0,47.0,12,195.0
0,2,14,2,15,0,59.0,8,450.0
9,1,14,4,15,0,178.0,7,1100.0
9,1,9,16,15,0,101.0,8,400.0
9,2,9,9,15,3,89.0,6,235.0
9,2,3,17,15,3,283.0,13,1570.0
9,2,3,33,15,3,186.0,16,950.0
7,2,6,25,15,3,249.0,10,1649.0
9,1,4,16,15,2,198.0,18,630.0
9,0,5,25,15,3,251.0,17,1380.0
9,0,6,17,15,0,152.0,19,480.0
9,2,10,25,15,1,192.0,12,700.0
9,0,6,3,15,2,78.0,26,259.0
11,2,11,1,15,3,35.0,15,220.0
9,2,6,2,15,2,60.0,15,270.0
9,0,6,10,15,3,86.0,34,415.0
9,2,6,17,15,2,110.0,23,430.0
9,2,8,17,15,1,108.0,6,290.0
9,0,4,25,15,3,218.0,22,1250.0
7,1,13,9,15,0,90.0,5,470.0
9,2,11,16,15,3,101.0,12,255.0
9,1,15,9,15,3,90.0,11,350.0
9,2,2,49,15,3,293.0,12,1400.0
9,1,7,25,15,0,179.0,14,850.0
9,0,6,9,15,2,84.0,28,330.0
9,0,5,24,15,2,201.0,20,560.0
9,2,2,42,15,3,406.0,13,1500.0
9,2,6,25,15,3,169.0,10,980.0
9,2,7,25,15,3,227.0,15,1260.0
9,0,6,17,15,3,156.0,19,454.0
2,2,7,9,15,3,72.0,24,460.0
3,1,6,9,15,0,97.0,17,440.0
7,2,11,2,15,0,66.0,10,250.0
0,1,11,1,15,2,31.0,15,188.0
9,2,6,9,15,2,58.0,27,222.0
12,1,17,2,15,3,59.0,14,268.0
9,0,6,9,15,0,81.0,23,320.0
9,0,5,2,15,0,57.0,34,230.0
12,1,6,2,15,0,44.0,16,192.0
11,1,11,1,15,2,35.0,15,200.0
9,2,8,9,15,3,89.0,10,315.0
9,2,6,2,15,0,56.0,28,273.0
7,2,9,1,15,0,47.0,12,218.0
7,2,6,2,15,0,66.0,17,235.0
7,2,10,9,15,3,90.0,8,325.0
9,1,20,17,15,1,163.0,6,680.0
9,2,3,33,15,0,292.0,11,1650.0
9,0,5,17,15,3,158.0,16,1180.0
9,2,6,9,15,3,56.0,30,249.0
9,2,4,17,15,1,220.0,7,800.0
9,2,6,10,15,2,91.0,12,410.0
9,1,18,9,15,3,107.0,6,400.0
9,1,13,16,15,3,119.0,5,580.0
9,2,11,9,15,2,101.0,9,280.0
9,0,6,9,15,0,76.0,29,320.0
9,2,2,34,15,3,406.0,13,1500.0
9,0,6,2,15,2,77.0,21,265.0
7,1,10,9,15,2,71.0,13,370.0
9,1,6,17,15,1,167.0,9,910.0
9,2,9,9,15,3,96.0,7,530.0
9,0,6,16,15,0,105.0,23,400.0
9,2,11,9,15,3,58.0,9,213.0
9,2,12,9,15,3,89.0,10,340.0
9,2,5,16,15,3,85.0,24,368.0
9,2,11,9,15,2,78.0,8,270.0
1,1,20,2,15,2,63.0,11,280.0
7,1,4,2,15,0,87.0,18,295.0
7,1,19,2,15,3,75.0,12,310.0
9,2,10,17,15,3,154.0,5,950.0
9,2,11,10,15,0,87.0,12,285.0
7,0,6,2,15,3,66.0,17,240.0
9,1,11,17,15,0,190.0,17,780.0
9,1,17,25,15,0,173.0,14,720.0
9,1,11,16,15,3,120.0,12,550.0
9,2,3,25,15,2,161.0,14,530.0
13,1,8,29,15,3,70.0,11,356.0
9,1,14,25,15,3,203.0,8,1350.0
9,0,6,16,15,3,141.0,14,380.0
9,1,11,16,15,3,121.0,15,550.0
9,2,6,17,15,3,133.0,16,510.0
9,1,4,17,15,0,161.0,18,598.0
12,2,6,9,15,3,72.0,22,570.0
9,0,5,9,15,2,82.0,14,300.0
9,2,5,25,15,3,174.0,17,1200.0
9,0,6,9,15,3,105.0,17,370.0
9,2,6,16,15,3,89.0,16,350.0
9,1,18,24,15,2,100.0,15,430.0
9,2,6,16,15,3,123.0,15,550.0
9,2,6,17,15,2,134.0,15,560.0
9,0,6,16,15,0,91.0,10,299.0
7,0,6,2,15,2,66.0,17,245.0
9,2,6,25,15,3,126.0,15,500.0
9,0,6,10,15,0,102.0,22,359.0
7,0,6,16,15,0,127.0,17,410.0
9,0,6,17,15,2,146.0,21,465.0
9,2,11,9,15,3,99.0,12,268.0
12,2,15,9,15,2,88.0,11,500.0
9,2,9,9,15,0,94.0,12,370.0
9,0,6,9,15,3,80.0,25,350.0
2,2,10,17,15,0,210.0,18,1180.0
9,0,6,17,15,3,112.0,15,365.0
9,1,14,9,15,2,113.0,8,790.0
1,1,14,9,15,0,83.0,8,550.0
9,2,14,16,15,3,94.0,7,460.0
9,1,9,16,15,3,120.0,12,550.0
9,1,4,17,15,3,161.0,18,558.0
9,0,4,16,15,2,135.0,17,375.0
9,2,3,25,15,3,302.0,12,1180.0
9,2,3,34,15,3,302.0,12,1000.0
9,1,6,17,15,3,132.0,13,515.0
9,1,6,16,15,0,133.0,13,495.0
9,2,6,9,15,0,73.0,14,365.0
9,0,6,9,15,2,96.0,21,315.0
9,0,6,16,15,2,118.0,21,430.0
9,2,7,9,15,0,88.0,9,278.0
9,1,14,16,15,3,113.0,8,820.0
9,2,9,17,15,2,139.0,8,310.0
9,2,11,9,15,3,107.0,12,320.0
7,2,15,9,15,3,89.0,8,339.0
9,0,6,16,15,2,103.0,26,400.0
9,2,6,17,15,0,130.0,15,500.0
2,2,11,17,15,0,208.0,18,1300.0
12,1,15,9,15,3,88.0,11,500.0
9,1,14,9,15,3,113.0,8,793.0
9,2,15,16,15,3,121.0,9,500.0
9,0,6,16,15,0,83.0,26,323.0
9,2,6,9,15,2,76.0,29,280.0
9,2,21,17,15,2,129.0,8,330.0
9,2,9,10,15,1,88.0,6,225.0
7,2,2,40,15,3,258.0,23,1680.0
9,2,2,33,15,3,403.0,13,1400.0
9,2,11,9,15,3,107.0,12,275.0
9,2,15,9,15,3,91.0,8,340.0
9,1,11,16,15,3,121.0,15,550.0
9,2,6,9,15,0,88.0,15,330.0
9,2,6,9,15,2,91.0,23,319.0
9,1,11,9,15,3,88.0,10,335.0
9,0,6,9,15,3,75.0,25,320.0
9,2,6,16,15,3,119.0,17,370.0
13,1,19,9,15,3,113.0,17,390.0
9,2,6,10,15,2,84.0,22,280.0
9,1,15,16,15,3,121.0,9,505.0
9,1,11,10,15,0,112.0,15,500.0
1,2,10,10,15,2,128.0,18,700.0
9,1,4,17,15,3,159.0,18,588.0
9,2,6,16,15,2,84.0,24,320.0
2,2,6,17,15,3,146.0,24,760.0
9,0,6,10,15,3,101.0,19,366.0
9,2,6,16,15,2,112.0,17,416.0
9,2,6,17,15,3,97.0,17,450.0
9,2,6,9,15,2,82.0,16,287.0
9,2,11,17,15,3,94.0,8,430.0
9,0,6,2,15,2,59.0,28,229.0
9,2,6,17,15,0,157.0,12,608.0
9,1,20,9,15,0,97.0,17,400.0
9,2,6,17,15,0,106.0,20,300.0
12,1,14,20,15,3,91.0,8,210.0
9,2,5,9,15,1,78.0,16,290.0
7,2,6,9,15,3,82.0,12,380.0
9,1,9,9,15,3,80.0,12,385.0
9,1,14,24,15,3,215.0,10,1300.0
2,1,15,9,15,3,96.0,10,390.0
9,1,7,17,15,3,137.0,9,660.0
9,1,18,17,15,3,144.0,17,530.0
9,1,18,16,15,0,153.0,17,600.0
9,2,11,10,15,3,102.0,9,280.0
9,2,4,10,15,3,143.0,18,430.0
9,1,11,10,15,0,88.0,14,460.0
9,0,4,2,15,2,56.0,30,225.0
9,0,6,17,15,3,148.0,18,368.0
9,1,6,10,15,0,111.0,16,365.0
9,1,18,17,15,3,140.0,7,540.0
9,1,6,17,15,0,143.0,13,550.0
9,1,8,9,15,2,113.0,15,550.0
9,0,6,17,15,3,122.0,16,310.0
9,2,6,10,15,3,91.0,12,410.0
9,2,11,16,15,3,115.0,8,510.0
9,0,6,16,15,2,133.0,22,399.0
9,1,15,17,15,0,136.0,8,950.0
9,0,6,9,15,0,90.0,25,323.0
9,2,6,16,15,2,94.0,17,620.0
9,2,7,10,15,3,91.0,12,430.0
9,2,6,17,15,3,138.0,15,580.0
9,0,6,9,15,3,75.0,25,320.0
9,2,6,16,15,3,119.0,17,370.0
13,1,19,9,15,3,113.0,17,390.0
9,2,6,10,15,2,84.0,22,280.0
9,1,11,9,15,3,88.0,10,335.0
9,1,15,16,15,3,121.0,9,505.0
3,0,6,17,15,3,101.0,25,410.0
9,1,6,17,15,2,137.0,12,480.0
7,2,22,9,15,0,70.0,12,325.0
7,2,13,2,15,0,70.0,5,342.0
9,2,3,26,15,3,378.0,14,1600.0
9,1,6,17,15,1,181.0,13,550.0
9,1,15,16,15,3,120.0,8,850.0
9,2,4,10,15,3,93.0,17,560.0
9,2,3,18,15,2,351.0,15,2400.0
9,2,6,16,15,2,134.0,16,340.0
9,1,6,25,15,0,176.0,9,900.0
9,2,6,9,15,3,73.0,28,285.0
9,0,6,17,15,3,108.0,22,470.0
9,1,6,10,15,3,105.0,11,395.0
9,1,11,17,15,0,101.0,14,500.0
9,1,8,16,15,3,138.0,7,550.0
9,2,12,9,15,0,89.0,10,340.0
9,0,6,16,15,0,127.0,17,380.0
9,1,9,16,15,0,100.0,14,500.0
9,1,8,16,15,0,107.0,8,645.0
9,2,10,10,15,3,100.0,12,290.0
9,1,15,9,15,0,90.0,10,335.0
9,2,6,16,15,3,101.0,15,420.0
9,0,6,16,15,3,73.0,29,270.0
9,2,11,17,15,3,100.0,8,350.0
7,1,4,10,15,2,104.0,18,370.0
9,1,11,17,15,2,133.0,7,499.0
9,0,5,16,15,3,86.0,36,415.0
9,1,6,10,15,3,112.0,11,393.0
9,2,6,9,15,3,121.0,17,486.0
9,1,4,17,15,0,123.0,17,415.0
9,1,6,10,15,0,124.0,13,430.0
9,0,6,10,15,0,106.0,17,310.0
4,1,14,20,15,3,89.0,8,230.0
9,1,14,25,15,3,202.0,8,1250.0
9,1,9,17,15,1,134.0,7,530.0
9,0,6,2,15,0,70.0,18,275.0
9,2,3,26,15,3,357.0,14,1800.0
9,2,2,34,15,1,281.0,13,2480.0
9,1,13,9,15,3,114.0,8,860.0
9,2,6,17,15,2,94.0,17,450.0
9,0,6,17,15,3,108.0,26,450.0
7,1,14,9,15,3,112.0,8,800.0
9,2,11,9,15,3,93.0,12,375.0
7,2,11,9,15,3,81.0,12,240.0
2,1,17,9,15,2,91.0,11,300.0
9,1,13,9,15,3,118.0,17,490.0
3,0,6,16,15,3,86.0,22,296.0
9,1,11,17,15,3,114.0,10,510.0
7,1,14,9,15,3,108.0,8,761.0
9,0,6,10,15,3,89.0,17,280.0
9,2,6,16,15,3,91.0,23,378.0
9,1,11,16,15,3,133.0,13,640.0
9,1,16,16,15,0,110.0,11,360.0
9,2,6,17,15,3,136.0,15,500.0
7,0,6,2,15,2,66.0,17,230.0
9,1,4,25,15,3,212.0,17,736.0
9,1,6,16,15,3,133.0,11,518.0
9,1,9,16,15,3,91.0,7,468.0
9,1,6,17,15,0,139.0,11,518.0
7,0,6,10,15,0,103.0,16,475.0
9,1,8,16,15,1,143.0,10,550.0
9,2,6,16,15,3,109.0,18,362.0
9,1,4,9,15,2,102.0,17,370.0
9,1,11,16,15,3,114.0,9,511.0
9,1,6,10,15,0,111.0,17,370.0
9,2,3,25,15,3,341.0,7,1750.0
9,0,6,16,15,2,104.0,15,360.0
7,2,6,2,15,3,69.0,12,370.0
9,2,7,2,15,2,47.0,22,195.0
9,2,6,9,15,3,70.0,12,310.0
4,2,6,9,15,1,92.0,12,410.0
9,1,6,17,15,3,146.0,11,545.0
9,0,6,16,15,2,115.0,14,300.0
7,2,14,9,15,3,108.0,8,760.0
9,0,6,2,15,3,60.0,28,240.0
7,1,15,16,15,3,98.0,9,430.0
9,1,6,17,15,0,153.0,11,528.0
9,1,11,16,15,0,164.0,17,620.0
9,0,6,17,15,2,146.0,23,490.0
9,0,6,10,15,0,83.0,22,310.0
9,0,4,2,15,3,58.0,22,280.0
7,1,17,3,15,2,86.0,18,290.0
9,2,16,17,15,1,119.0,7,450.0
9,0,4,26,15,3,239.0,20,950.0
9,0,7,40,15,3,246.0,26,780.0
12,1,12,25,15,0,254.0,22,680.0
9,2,11,25,15,3,194.0,8,418.0
9,0,5,9,15,2,79.0,27,320.0
7,1,22,2,15,0,69.0,13,299.0
9,0,6,17,15,3,123.0,19,410.0
13,2,24,24,15,3,118.0,19,448.0
9,2,6,16,15,2,106.0,18,350.0
7,2,11,9,15,2,78.0,8,268.0
9,2,6,16,15,0,111.0,16,350.0
9,0,6,16,15,2,108.0,26,389.0
7,2,11,9,15,2,86.0,10,320.0
9,1,15,16,15,0,136.0,8,950.0
9,1,9,24,15,2,158.0,19,539.0
9,1,8,17,15,1,139.0,7,530.0
9,2,6,16,15,2,106.0,18,340.0
9,2,6,10,15,3,106.0,17,315.0
9,2,11,10,15,0,101.0,9,265.0
9,2,6,9,15,0,81.0,18,305.0
9,0,6,9,15,2,70.0,18,302.0
9,0,6,16,15,2,85.0,27,345.0
7,1,14,9,15,0,111.0,10,835.0
9,2,3,34,15,1,573.0,8,3200.0
9,0,6,9,15,2,99.0,25,460.0
9,2,3,25,15,0,162.0,14,700.0
9,2,12,16,15,0,121.0,15,512.0
9,2,4,17,15,2,122.0,17,410.0
9,0,3,26,15,3,245.0,20,1000.0
9,1,14,16,15,3,144.0,8,950.0
9,1,14,17,15,3,166.0,8,1270.0
9,1,6,24,15,0,185.0,13,710.0
7,1,13,9,15,3,109.0,8,705.0
9,2,6,33,15,0,87.0,12,710.0
9,2,2,25,15,3,262.0,26,1500.0
9,1,7,25,15,3,157.0,15,700.0
9,0,6,33,15,0,153.0,22,480.0
9,2,8,9,15,3,93.0,7,520.0
9,0,6,17,15,0,149.0,19,459.0
7,2,11,16,15,3,94.0,9,449.0
9,2,5,17,15,2,112.0,25,510.0
9,0,6,17,15,0,132.0,26,460.0
9,1,6,9,15,3,97.0,12,390.0
9,2,14,9,15,3,113.0,8,860.0
9,1,14,17,15,3,144.0,8,950.0
9,1,11,16,15,3,124.0,12,465.0
7,1,13,9,15,0,109.0,8,750.0
9,2,6,9,15,2,90.0,14,275.0
9,0,6,9,15,3,93.0,27,325.0
9,1,13,33,15,2,227.0,7,760.0
9,0,4,2,15,3,58.0,22,280.0
9,0,6,16,15,3,91.0,12,290.0
3,1,18,9,15,3,90.0,13,385.0
9,0,4,26,15,2,239.0,20,980.0
9,0,6,10,15,2,99.0,25,459.0
9,2,11,17,15,3,134.0,9,535.0
9,2,6,16,15,0,86.0,23,375.0
9,2,5,3,15,0,77.0,25,305.0
9,2,5,25,15,0,184.0,16,1350.0
9,0,6,16,15,3,111.0,14,338.0
9,1,15,17,15,3,126.0,8,525.0
7,2,3,26,15,0,385.0,8,1800.0
9,0,6,16,15,2,99.0,18,360.0
9,1,15,16,15,3,128.0,8,515.0
9,0,6,9,15,2,92.0,21,335.0
9,1,6,16,15,0,133.0,11,520.0
2,2,6,9,15,0,76.0,22,485.0
9,0,5,17,15,2,120.0,19,400.0
9,2,6,17,15,2,97.0,16,440.0
9,1,14,16,15,3,144.0,8,1100.0
9,2,11,16,15,0,106.0,12,270.0
9,0,6,16,15,0,108.0,21,390.0
9,0,6,9,15,3,69.0,25,280.0
9,0,6,9,15,3,58.0,22,230.0
9,2,6,9,15,0,73.0,21,310.0
9,0,6,16,15,2,108.0,26,421.0
9,1,15,16,15,0,126.0,8,530.0
7,1,18,2,15,2,75.0,16,350.0
9,0,6,9,15,2,67.0,26,269.0
9,0,6,10,15,0,88.0,23,349.0
9,0,6,17,15,3,138.0,17,420.0
9,0,6,16,15,2,127.0,17,400.0
9,2,6,9,15,0,82.0,16,378.0
9,0,6,10,15,3,118.0,20,375.0
3,1,6,9,15,3,97.0,17,430.0
9,2,6,17,15,2,112.0,17,488.0
12,0,6,9,15,2,90.0,20,320.0
9,2,4,25,15,3,166.0,15,630.0
9,0,6,16,15,3,127.0,17,410.0
9,0,6,9,15,2,83.0,25,300.0
9,0,6,17,15,2,126.0,19,550.0
7,1,9,9,15,2,80.0,11,360.0
9,0,6,17,15,0,107.0,22,450.0
9,0,5,16,15,2,99.0,25,420.0
9,2,6,9,15,3,91.0,23,329.0
9,1,6,10,15,0,130.0,11,458.0
2,0,6,16,15,2,101.0,22,350.0
9,1,6,17,15,2,123.0,17,460.0
9,2,6,2,15,0,60.0,29,262.0
9,1,9,9,15,2,92.0,8,350.0
9,0,6,2,15,0,58.0,30,235.0
10,2,15,9,15,3,96.0,10,394.0
7,2,16,9,15,3,88.0,10,330.0
2,2,16,16,15,3,179.0,19,490.0
9,2,6,16,15,3,131.0,18,460.0
9,0,6,25,15,3,154.0,19,450.0
9,2,6,17,15,3,129.0,15,490.0
9,0,6,17,15,3,133.0,15,450.0
9,0,6,16,15,3,115.0,26,470.0
9,2,6,17,15,2,147.0,21,780.0
9,0,6,17,15,3,119.0,26,515.0
0,1,15,9,15,3,92.0,16,396.0
9,0,5,17,15,2,110.0,26,518.0
9,0,6,24,15,3,134.0,19,480.0
9,2,6,17,15,2,132.0,17,500.0
9,2,6,17,15,0,132.0,17,530.0
9,0,6,25,15,2,175.0,15,1100.0
9,2,9,9,15,3,96.0,12,410.0
9,0,6,9,15,3,94.0,22,335.0
9,0,6,16,15,3,131.0,17,410.0
9,2,6,16,15,3,106.0,18,350.0
9,2,6,16,15,2,106.0,17,350.0
9,0,6,9,15,2,70.0,18,305.0
9,1,4,3,15,0,72.0,18,270.0
9,2,6,9,15,2,55.0,29,216.0
9,0,6,17,15,3,152.0,19,490.0
9,2,4,25,15,0,179.0,17,717.0
9,2,10,25,15,3,163.0,15,780.0
9,2,7,25,15,3,209.0,12,1280.0
9,0,3,9,15,3,82.0,26,435.0
7,1,18,9,15,0,92.0,13,393.0
9,2,9,17,15,3,167.0,14,880.0
9,2,4,17,15,3,171.0,18,545.0
9,2,14,17,15,3,190.0,8,1380.0
9,2,15,9,15,1,108.0,6,388.0
9,2,14,9,15,3,92.0,11,330.0
9,1,11,16,15,3,157.0,7,680.0
9,0,6,16,15,2,129.0,20,439.0
9,0,6,16,15,2,138.0,17,400.0
9,2,6,9,15,2,75.0,29,320.0
7,2,11,9,15,0,100.0,12,257.0
9,2,11,17,15,0,107.0,10,285.0
9,0,6,2,15,0,67.0,27,270.0
9,0,6,9,15,3,58.0,27,268.0
9,2,6,17,15,3,107.0,16,420.0
9,2,6,10,15,3,92.0,12,430.0
9,0,6,9,15,2,107.0,20,350.0
12,2,6,9,15,2,72.0,22,470.0
11,2,6,17,15,3,144.0,24,850.0
9,2,6,17,15,1,94.0,18,270.0
3,2,6,9,15,2,59.0,29,248.0
9,0,6,9,15,2,105.0,17,350.0
9,2,11,16,15,0,109.0,12,270.0
9,1,8,17,15,3,135.0,11,550.0
9,2,6,16,15,3,112.0,16,430.0
9,2,6,16,15,2,135.0,22,540.0
7,1,19,9,15,3,102.0,15,432.5
2,1,18,9,15,0,80.0,11,375.0
9,2,6,9,15,3,81.0,20,318.0
9,0,6,9,15,1,103.0,18,365.0
9,2,6,9,15,3,72.0,16,343.0
9,2,9,9,15,3,91.0,7,505.0
9,1,8,16,15,2,119.0,11,460.0
9,1,14,17,15,1,189.0,8,1180.0
7,2,6,9,15,3,69.0,12,320.0
9,0,6,16,15,3,97.0,20,392.0
9,2,6,17,15,2,114.0,18,420.0
9,1,11,17,15,3,134.0,9,530.0
9,2,6,2,15,0,60.0,31,235.0
9,1,4,17,15,3,147.0,17,515.0
9,0,6,9,15,1,79.0,38,390.0
9,0,6,10,15,2,105.0,17,330.0
12,2,6,10,15,2,78.0,24,498.0
9,1,10,10,15,3,128.0,16,550.0
9,2,6,16,15,2,94.0,17,410.0
9,2,11,9,15,0,93.0,12,430.0
9,2,6,17,15,3,127.0,17,375.0
2,2,3,3,15,3,131.0,29,700.0
9,0,6,17,15,2,127.0,17,390.0
9,0,6,16,15,0,111.0,20,405.0
9,2,11,9,15,2,96.0,12,370.0
9,1,8,16,15,3,149.0,11,630.0
7,2,6,2,15,3,68.0,12,325.0
2,1,20,16,15,3,104.0,13,455.0
9,1,15,9,15,3,93.0,11,510.0
9,2,6,9,15,2,81.0,27,325.0
12,1,9,17,15,3,195.0,20,600.0
9,0,6,17,15,0,104.0,18,380.0
9,2,6,16,15,2,94.0,17,470.0
9,0,6,16,15,3,105.0,20,367.0
9,0,6,9,15,2,105.0,17,350.0
12,2,6,9,15,2,72.0,22,470.0
9,2,6,17,15,1,94.0,18,270.0
11,2,6,17,15,3,144.0,24,850.0
9,0,6,16,15,2,138.0,17,400.0
3,0,4,17,15,3,123.0,21,382.0
10,1,21,16,15,0,138.0,19,438.0
9,0,6,10,15,2,86.0,23,300.0
9,0,6,9,15,3,94.0,14,310.0
9,2,6,25,15,2,174.0,15,600.0
9,0,6,16,15,2,90.0,22,350.0
9,2,6,16,15,3,108.0,26,400.0
9,0,6,16,15,2,119.0,25,510.0
9,1,13,17,15,3,136.0,12,600.0
9,2,6,16,15,3,112.0,20,409.0
10,0,6,17,15,3,129.0,20,398.0
9,2,6,16,15,2,111.0,16,335.0
9,1,7,17,15,0,123.0,17,400.0
9,2,6,17,15,2,100.0,23,300.0
9,2,6,10,15,3,83.0,19,260.0
9,2,11,10,15,0,105.0,10,260.0
